CEDULA;NOMBRE;APELLIDO;FECHANACIMIENTO;SUELDO
1739682829;PAULA;FERREIRA;25/1/1992-hora:0:0:0;285.7
1644688804;CAROLINA;GONZALEZ;26/8/1979-hora:0:0:0;435.9
1696299195;ELISA;RAMIREZ;25/9/1973-hora:0:0:0;214.8
2391152770;ELISA;RODRIGUES;13/2/1978-hora:0:0:0;167.3
1827831312;ENRIQUE;HERNANDEZ;28/12/1966-hora:0:0:0;509.7
2435247271;DIEGO;SILVA;19/6/1981-hora:0:0:0;462.8
1338408857;MARIA TERESA;RAMIREZ;25/8/2000-hora:0:0:0;514
0720358209;PEDRO;MIRANDA;5/12/1981-hora:0:0:0;57.7
1806467500;VICTOR;ROJAS;23/8/1983-hora:0:0:0;217.1
0441951779;ANA;VARGAS;19/1/1990-hora:0:0:0;79.7
0720473602;MANUEL;MARTIN;21/5/1982-hora:0:0:0;393.1
1407067493;ROBERTO;SOUSA;15/5/1993-hora:0:0:0;237.6
2275337430;BEATRIZ;MORENO;28/11/1960-hora:0:0:0;136.3
0370156028;ELENA;RODRIGUES;4/1/1986-hora:0:0:0;289.5
2043386339;JORGE;RAMIREZ;8/11/1981-hora:0:0:0;188.6
2084905484;ALBERTO;ROJAS;2/1/1990-hora:0:0:0;195.1
1702101732;PAULA;SANCHEZ;4/8/1951-hora:0:0:0;77.9
3075579908;ROCIO;HERNANDEZ;1/1/1963-hora:0:0:0;58
1825646688;MARINA;GUTIERREZ;10/11/1951-hora:0:0:0;546.4
0897273868;PILAR;RODRIGUES;27/2/1950-hora:0:0:0;261
0940033327;MIGUEL;MIRANDA;6/10/1993-hora:0:0:0;61.6
1625887896;PATRICIA;AGUILAR;9/11/1961-hora:0:0:0;427.4
0867586554;FEDERICO;MIRANDA;9/3/1974-hora:0:0:0;95.4
2420416865;GABRIEL;CRUZ;1/7/1962-hora:0:0:0;76.8
1969769411;VICTOR;ROMERO;1/10/1957-hora:0:0:0;375.5
1522543188;DIEGO;SANCHEZ;20/10/1991-hora:0:0:0;293.9
0670754324;ISABEL;RODRIGUES;19/1/1989-hora:0:0:0;445.3
2128272123;FRANCISCO;VARGAS;26/8/1956-hora:0:0:0;173.3
2184134779;ROBERTO;SILVA;13/12/1994-hora:0:0:0;129.6
1160117246;ELENA;BUSTAMANTE;20/9/1950-hora:0:0:0;394
1508227905;ALBERTO;CORTEZ;28/12/2006-hora:0:0:0;519.2
0283135275;MARIA;BLANCO;20/11/1969-hora:0:0:0;150.5
0404845331;MARIA;PEREZ;24/2/1990-hora:0:0:0;134.4
0764941597;ALEJANDRO;CABRERA;19/3/1971-hora:0:0:0;285.7
1814413553;FERNANDO;GOMEZ;18/11/1976-hora:0:0:0;147.8
1805923107;DIEGO;VARGAS;11/10/1974-hora:0:0:0;182.5
1248477281;SOFIA;PINTO;3/11/1975-hora:0:0:0;273.6
1292093760;VICTOR;SOTO;12/7/1963-hora:0:0:0;269.3
1685830430;GABRIEL;PEREZ;15/7/2004-hora:0:0:0;327.8
0821384567;RAFAEL;MARTIN;28/1/1980-hora:0:0:0;185.9
1281864569;PILAR;SILVA;28/12/2008-hora:0:0:0;317.7
0173241605;CARMEN;VEGA;17/4/1969-hora:0:0:0;134.8
3086607235;LUIS;GONZALEZ;12/4/1959-hora:0:0:0;144.4
2375740855;LORENA;GOMEZ;22/11/1974-hora:0:0:0;198
1984661460;MARTA;HERNANDEZ;23/6/2006-hora:0:0:0;330.4
0966140873;VICTOR;MOLINA;8/4/1996-hora:0:0:0;509.2
0425279759;MARINA;MORENO;17/5/1997-hora:0:0:0;62.9
0584181044;JUAN;RIVAS;8/7/1972-hora:0:0:0;141.2
2083366464;FRANCISCO;FERREIRA;12/5/1989-hora:0:0:0;140.6
1285214126;JOSE;DIAZ;25/7/1983-hora:0:0:0;422.1
0622466456;LUIS;SUAREZ;22/11/1997-hora:0:0:0;340.5
1729912087;CARMEN;FERRER;18/10/1984-hora:0:0:0;82.3
0360967749;LOURDES;FERREIRA;5/5/1967-hora:0:0:0;291.2
0435159991;MARIA TERESA;SANTOS;12/7/1963-hora:0:0:0;143
2130728393;FELIPE;FERNANDEZ;6/8/1957-hora:0:0:0;306.6
0228299459;RAFAEL;JIMENEZ;1/1/1991-hora:0:0:0;253.9
0162957658;ANDRES;JIMENEZ;26/1/1983-hora:0:0:0;437.4
1951457934;JUAN;MOLINA;6/7/1982-hora:0:0:0;289
0890921364;JOSE;BLANCO;11/2/2001-hora:0:0:0;477.6
1681908065;DIEGO;GUTIERREZ;22/6/1963-hora:0:0:0;79.9
0941133886;EVA;ROJAS;27/7/1989-hora:0:0:0;507.7
2092981121;PEDRO;CRUZ;23/3/1988-hora:0:0:0;310.9
0656991973;MANUEL;SILVA;28/12/1989-hora:0:0:0;272.5
1300793237;ISABEL;FIGUEROA;19/9/1973-hora:0:0:0;184.8
1769224088;MANUEL;LIMA;15/11/1962-hora:0:0:0;475.1
1953516760;MARINA;DIAZ;15/4/1952-hora:0:0:0;90.5
0457929909;JORGE;GUTIERREZ;8/5/1998-hora:0:0:0;223.7
0269508834;LUCIA;COSTA;28/3/2006-hora:0:0:0;69.1
1792168831;ANA;GUTIERREZ;13/5/1987-hora:0:0:0;60
1026589166;CAROLINA;HERNANDEZ;26/2/1961-hora:0:0:0;76.5
0558208252;RAFAEL;GUTIERREZ;10/10/1979-hora:0:0:0;65.3
2148146240;FRANCISCO;GONZALEZ;26/4/2003-hora:0:0:0;108.1
2144990153;JOSE;LARA;9/3/1982-hora:0:0:0;97.7
3059546253;ENRIQUE;COSTA;14/12/1988-hora:0:0:0;146.7
0314927682;MONICA;RODRIGUEZ;26/11/1990-hora:0:0:0;486.6
2157289691;LAURA;RAMIREZ;8/6/1987-hora:0:0:0;322
0968642124;SOFIA;RIVAS;26/5/1975-hora:0:0:0;176.7
1203738438;SOFIA;SILVA;3/12/2002-hora:0:0:0;402.4
0969190347;LUIS;NUNEZ;11/3/1975-hora:0:0:0;155.3
1840115198;GABRIEL;GOMEZ;24/6/1998-hora:0:0:0;471.6
0883658320;ENRIQUE;ROMERO;27/10/1958-hora:0:0:0;485.8
1093583332;GABRIEL;VARGAS;20/2/1956-hora:0:0:0;394.9
0373841444;LOURDES;MENDOZA;21/6/1970-hora:0:0:0;227.8
2482743693;MIGUEL;FIGUEROA;20/11/1970-hora:0:0:0;94.3
2147827998;ELENA;RAMIREZ;20/3/1960-hora:0:0:0;441.7
2163129444;ISABEL;ROMERO;22/9/1989-hora:0:0:0;301.8
0991119207;EUGENIA;SOUSA;11/1/1987-hora:0:0:0;138.4
0525721882;DIEGO;MOLINA;27/1/1993-hora:0:0:0;417.9
1808057481;PATRICIA;SOTO;4/8/1982-hora:0:0:0;77.8
2053464729;MANUEL;GONZALEZ;26/6/1981-hora:0:0:0;418.4
0572369767;ROBERTO;RODRIGUES;28/2/1983-hora:0:0:0;213.7
2384441222;PATRICIA;TORRES;28/6/1982-hora:0:0:0;493.2
1173335942;EVA;MARTIN;2/5/1990-hora:0:0:0;268.4
0834976615;VICTOR;GARCIA;12/2/1982-hora:0:0:0;314
0672452661;MARTA;VARGAS;12/3/1982-hora:0:0:0;326.4
0889424735;ISABEL;AGUILAR;8/8/1973-hora:0:0:0;97
0918985748;FELIPE;TORRES;19/12/2000-hora:0:0:0;160
1228051239;PAULA;BUSTAMANTE;20/2/1977-hora:0:0:0;205.7
0231891987;ENRIQUE;BLANCO;14/2/1973-hora:0:0:0;391.3
1980644791;ROSA;SOTO;27/9/1974-hora:0:0:0;290.5
1767436064;CARLOS;PEREZ;1/7/1972-hora:0:0:0;436.9
0539814525;CARMEN;SANTOS;19/10/2000-hora:0:0:0;317.3
0317455574;EUGENIA;RAMIREZ;13/12/1972-hora:0:0:0;114.6
1292382973;FEDERICO;FERRER;6/12/1963-hora:0:0:0;534.5
1625056567;PATRICIA;SANTOS;23/5/1955-hora:0:0:0;403.4
1732855919;FRANCISCO;MORENO;18/9/1955-hora:0:0:0;241.7
0311119622;PATRICIA;MORENO;25/1/1975-hora:0:0:0;139.7
0176536787;ROBERTO;CRUZ;27/2/1957-hora:0:0:0;67
1300315866;JOSE;CRUZ;5/10/1957-hora:0:0:0;183.8
1128127717;ROSA;SANCHEZ;15/10/2001-hora:0:0:0;396.3
0671986602;FEDERICO;CASTRO;9/4/2003-hora:0:0:0;125.1
1436515678;ANTONIO;NUNEZ;10/6/1997-hora:0:0:0;444.8
2328373689;SOFIA;RODRIGUES;19/2/1974-hora:0:0:0;231.2
1829152162;LAURA;MORENO;25/3/1993-hora:0:0:0;150.9
1605367703;MIGUEL;MIRANDA;10/1/2008-hora:0:0:0;530.1
1529586081;ARMANDO;MIRANDA;24/2/1953-hora:0:0:0;79.4
0753102375;PAULA;CORTEZ;3/9/1967-hora:0:0:0;69.9
0868249780;ARMANDO;MARTIN;10/3/1976-hora:0:0:0;102.1
1949390775;MONICA;SILVA;20/5/1979-hora:0:0:0;467.5
2160384539;LAURA;ORTEGA;28/1/1970-hora:0:0:0;98.1
1035686961;LAURA;FERREIRA;6/1/1952-hora:0:0:0;239.2
0281524819;ANA;LOPEZ;20/2/1952-hora:0:0:0;404.5
1320713389;MARIA TERESA;HERNANDEZ;1/2/1971-hora:0:0:0;469.5
2030854042;EUGENIA;HERNANDEZ;9/11/1970-hora:0:0:0;413.2
0555942879;CARLOS;BLANCO;18/10/1994-hora:0:0:0;516.5
0528583404;PILAR;FIGUEROA;4/6/2005-hora:0:0:0;149.9
3051393563;MONICA;GUTIERREZ;8/5/1970-hora:0:0:0;105.7
1720100765;CARLOS;JIMENEZ;28/1/1982-hora:0:0:0;187.9
2082969631;JAVIER;RAMIREZ;19/3/1960-hora:0:0:0;125.8
2346518844;ELENA;ORTEGA;28/1/1966-hora:0:0:0;124.9
1840271629;VICTOR;ROJAS;24/7/1963-hora:0:0:0;514.6
0597387463;BEATRIZ;MARTINEZ;16/12/1963-hora:0:0:0;117.8
1094786603;MIGUEL;VARGAS;28/4/1969-hora:0:0:0;503.6
2039078775;MIGUEL;RIVAS;7/8/1995-hora:0:0:0;455.5
1879495412;FRANCISCO;MARTINEZ;28/2/1999-hora:0:0:0;225.1
0492807599;PATRICIA;CRUZ;16/9/1954-hora:0:0:0;537.3
0421021502;ANDRES;VEGA;5/6/1962-hora:0:0:0;219.6
1875647131;ROSA;RAMIREZ;7/4/1962-hora:0:0:0;515
0515068583;RAFAEL;RODRIGUEZ;9/2/1983-hora:0:0:0;515.8
2387068030;JORGE;BUSTAMANTE;5/8/1982-hora:0:0:0;306
0190292870;GUILLERMO;RODRIGUES;21/11/1962-hora:0:0:0;275.9
0885429308;PATRICIA;ROJAS;14/5/1968-hora:0:0:0;502.9
2218491120;MARIA TERESA;CHAVEZ;7/12/1994-hora:0:0:0;269.8
1933551150;MARTA;CRUZ;22/7/2004-hora:0:0:0;180.7
2492946724;ALBERTO;LOPEZ;27/5/1967-hora:0:0:0;463
0932885957;LUCIA;ORTEGA;24/5/1955-hora:0:0:0;226
1176579199;ELENA;ORTEGA;18/3/1965-hora:0:0:0;100.1
3089843050;RAFAEL;BUSTAMANTE;14/6/2004-hora:0:0:0;128.1
0834412553;JOSE;JIMENEZ;19/1/1996-hora:0:0:0;94.2
1927781078;ISABEL;BLANCO;25/11/1983-hora:0:0:0;380.7
0896121241;MONICA;CHAVEZ;1/11/1965-hora:0:0:0;416.3
0421389941;ELISA;VARGAS;11/7/1976-hora:0:0:0;462.6
2305273720;ROBERTO;VEGA;16/10/1976-hora:0:0:0;225.5
2049441153;CARLOS;RIVAS;25/7/2004-hora:0:0:0;331.4
1829036092;PAULA;PINTO;19/9/1954-hora:0:0:0;422.7
1724725633;LAURA;TORRES;24/2/1990-hora:0:0:0;308.7
2185667017;ARMANDO;GARCIA;17/6/1972-hora:0:0:0;218.2
1900569334;PILAR;MENDOZA;22/11/1952-hora:0:0:0;203.3
1892475045;ANTONIO;CORTEZ;28/7/2008-hora:0:0:0;503.8
0946722683;ANDRES;ROJAS;22/3/1971-hora:0:0:0;343.1
2260438631;ALBERTO;ROMERO;7/6/1971-hora:0:0:0;501.3
0352146393;EUGENIA;VARGAS;18/2/1992-hora:0:0:0;203.1
1218805941;VICTORIA;JIMENEZ;15/10/1963-hora:0:0:0;319.3
1299268423;ROCIO;ROJAS;7/9/2000-hora:0:0:0;514.2
1140662519;EVA;SANTOS;7/8/1955-hora:0:0:0;220.8
1009102938;ANA;ORTEGA;8/6/1970-hora:0:0:0;424.1
2065810356;SOFIA;LARA;11/10/2005-hora:0:0:0;231.4
3090644794;PAULA;MENDOZA;24/3/2002-hora:0:0:0;326.8
1313354894;GUILLERMO;VEGA;3/11/1983-hora:0:0:0;223.2
1850754340;LUIS;SOUSA;19/8/2001-hora:0:0:0;539.4
1312197088;LOURDES;FERRER;20/6/1972-hora:0:0:0;111.6
0686413568;FEDERICO;MARTIN;25/3/1980-hora:0:0:0;219.7
1091154797;JOSE;PINTO;24/11/1969-hora:0:0:0;461.8
1083304863;ELENA;MARTIN;19/1/1951-hora:0:0:0;149.5
3001150915;ROCIO;SILVA;14/11/1959-hora:0:0:0;471.8
0191923846;JAVIER;LOPEZ;1/10/1955-hora:0:0:0;384.1
1178264709;MONICA;FIGUEROA;3/11/1995-hora:0:0:0;299
0907502249;MARIA TERESA;GOMEZ;21/12/1960-hora:0:0:0;125
3022003481;ELISA;MARTINEZ;26/8/1988-hora:0:0:0;536.2
0902469329;GUILLERMO;RAMIREZ;11/8/1979-hora:0:0:0;245.9
2414591228;ALEJANDRO;HERNANDEZ;10/9/1992-hora:0:0:0;348.2
0128078789;DIEGO;COSTA;13/9/1954-hora:0:0:0;59.3
1822992374;FELIPE;ALVAREZ;11/6/1998-hora:0:0:0;138.5
1826215400;GABRIEL;ORTEGA;1/6/1962-hora:0:0:0;264.3
1349153864;ROSA;FERRER;18/7/1998-hora:0:0:0;479.1
1795210606;LAURA;SANTOS;24/2/1971-hora:0:0:0;421.4
0992446575;JORGE;ALVAREZ;12/7/1983-hora:0:0:0;165.9
2372428298;ALEJANDRO;CORTEZ;13/1/1998-hora:0:0:0;403
2094549637;FEDERICO;ORTEGA;25/6/2004-hora:0:0:0;148.1
1511004382;JUAN;SANCHEZ;26/2/1963-hora:0:0:0;167.1
1719684951;ELISA;BLANCO;13/4/1976-hora:0:0:0;222.5
2374010037;LOURDES;SILVA;1/11/2004-hora:0:0:0;417.1
1596188746;FERNANDO;VEGA;15/4/1956-hora:0:0:0;500.2
0995612306;LUCIA;MARTIN;23/8/1957-hora:0:0:0;210.9
2466767692;LUIS;ROMERO;17/9/1989-hora:0:0:0;169.3
0632127262;GABRIEL;ROMERO;17/3/1997-hora:0:0:0;304.6
1229076433;LUCIA;TORRES;19/12/1967-hora:0:0:0;464.5
0447957606;DIEGO;SUAREZ;4/6/1961-hora:0:0:0;187
1891998153;MARTA;HERNANDEZ;23/2/1952-hora:0:0:0;159.8
1301025134;ALEJANDRO;RODRIGUES;6/11/1963-hora:0:0:0;475.1
1773097959;ANTONIO;CORTEZ;9/11/1950-hora:0:0:0;398.9
1402378671;MARIA;RODRIGUEZ;9/5/1977-hora:0:0:0;133.4
1599804109;LAURA;SANTOS;12/10/1952-hora:0:0:0;115.9
1237558430;ROSA;LOPEZ;27/12/1990-hora:0:0:0;181
0219650900;MONICA;ORTEGA;28/6/1970-hora:0:0:0;111.7
2055287128;MARTA;TORRES;18/10/1986-hora:0:0:0;401.6
1170750283;PATRICIA;BUSTAMANTE;25/6/1990-hora:0:0:0;528.7
1757597222;MARIA TERESA;LOPEZ;2/2/1954-hora:0:0:0;175
2330081916;ROSA;CABRERA;3/5/2005-hora:0:0:0;548.7
1420518738;ANTONIO;OLIVEIRA;16/8/1998-hora:0:0:0;330.3
2396399178;LUCIA;MENDOZA;23/9/1990-hora:0:0:0;244.9
2170257683;BEATRIZ;JIMENEZ;18/10/1950-hora:0:0:0;353.6
0413200924;MARTA;RIVAS;6/8/1962-hora:0:0:0;473.6
0847543345;PEDRO;JIMENEZ;24/11/1994-hora:0:0:0;251.4
1132320514;DIEGO;SUAREZ;13/11/1988-hora:0:0:0;202.7
0566078721;ELENA;COSTA;12/6/1996-hora:0:0:0;394.3
0325719367;JOSE;HERNANDEZ;16/2/1975-hora:0:0:0;80.9
2166334850;LUCIA;RODRIGUES;9/9/1987-hora:0:0:0;481.7
2365281472;FERNANDO;PINTO;6/12/1978-hora:0:0:0;376.9
2400630444;ENRIQUE;ROMERO;20/2/2006-hora:0:0:0;388
0679316869;ISABEL;HERNANDEZ;13/5/1986-hora:0:0:0;102.9
2188444828;JOSE;MENDOZA;20/1/1979-hora:0:0:0;149.1
1834691972;JORGE;CRUZ;14/8/1974-hora:0:0:0;324.9
1196558520;GABRIEL;VEGA;4/7/1985-hora:0:0:0;295.4
2454790292;BEATRIZ;FERNANDEZ;24/9/1999-hora:0:0:0;251.1
0598156917;MARIA TERESA;CORTEZ;10/11/2003-hora:0:0:0;226.6
0894309566;PILAR;SOTO;16/7/1962-hora:0:0:0;67
0117356022;JAVIER;SILVA;1/6/1966-hora:0:0:0;121.7
0485256150;MARIA TERESA;COSTA;15/11/1970-hora:0:0:0;472.3
1553157361;PEDRO;RIVAS;14/11/1984-hora:0:0:0;400.3
1087912315;MARIA TERESA;GUTIERREZ;11/9/1950-hora:0:0:0;398.4
0662052554;FERNANDO;LARA;15/12/1987-hora:0:0:0;192.5
1376099477;PAULA;LARA;24/2/1956-hora:0:0:0;369.9
0890555873;MARIA;LARA;9/3/1993-hora:0:0:0;423.2
1644664052;ANTONIO;JIMENEZ;20/5/1950-hora:0:0:0;472
0672734696;JORGE;LIMA;16/1/1997-hora:0:0:0;147.3
1378810087;PEDRO;FERREIRA;28/1/1953-hora:0:0:0;288.2
0577745953;FERNANDO;VEGA;12/4/2002-hora:0:0:0;132.8
1573293873;MONICA;VEGA;4/12/1987-hora:0:0:0;323
2314095890;ALEJANDRO;MORENO;14/3/1989-hora:0:0:0;535.1
2385281544;ISABEL;OLIVEIRA;28/10/1977-hora:0:0:0;106.6
0835079682;MIGUEL;ROJAS;26/10/2000-hora:0:0:0;293.2
0501969166;VICTORIA;GARCIA;24/1/2006-hora:0:0:0;270.9
1174125300;FRANCISCO;ROJAS;27/2/1961-hora:0:0:0;403.2
1430490290;MANUEL;GARCIA;3/7/1962-hora:0:0:0;527.1
0433367992;BEATRIZ;FERRER;1/11/1993-hora:0:0:0;378.6
1943124162;LAURA;CABRERA;27/12/1973-hora:0:0:0;539.5
2168567309;JORGE;MORENO;6/12/2007-hora:0:0:0;105.5
1476469869;VICTORIA;GOMEZ;15/5/1969-hora:0:0:0;249.9
1981351594;FEDERICO;DIAZ;20/10/1975-hora:0:0:0;511.5
0700638067;ELENA;CASTRO;25/9/1975-hora:0:0:0;425.2
2301154379;MARTA;MENDOZA;6/8/1963-hora:0:0:0;540.5
1438548842;PEDRO;AGUILAR;25/7/1999-hora:0:0:0;80.3
1489499028;LORENA;LARA;21/11/1958-hora:0:0:0;172.7
1611860188;SOFIA;FERRER;7/8/2003-hora:0:0:0;66.2
0670496801;PEDRO;LIMA;20/9/1987-hora:0:0:0;55.6
0969461672;ENRIQUE;RAMIREZ;12/2/2000-hora:0:0:0;414.2
0822637633;MIGUEL;OLIVEIRA;10/11/1974-hora:0:0:0;520.6
0230955825;ENRIQUE;NUNEZ;27/9/1965-hora:0:0:0;322.9
2178221228;MONICA;GONZALEZ;3/2/2000-hora:0:0:0;120.7
0285090429;EUGENIA;TORRES;12/12/1999-hora:0:0:0;120.3
1666198401;ARMANDO;SUAREZ;26/2/1956-hora:0:0:0;304.7
