CEDULA;FECHA/HORAENTRADA;FECHA/HORASALIDA;CONTADORREGISTRO
2110300460;19/02/2020-hora:01:46:54;05/08/2022-hora:04:05:51;1
1738884434;08/07/2022-hora:07:07:07;0/0/0-hora:0:0:0;0
1825646688;20/12/2020-hora:06:46:11;0/0/0-hora:0:0:0;0
1829152162;24/08/2021-hora:13:03:59;0/0/0-hora:0:0:0;0
1453599050;04/12/2021-hora:19:06:50;0/0/0-hora:0:0:0;0
1123017376;03/12/2022-hora:03:02:45;0/0/0-hora:0:0:0;0
2130728393;15/10/2021-hora:14:51:53;0/0/0-hora:0:0:0;0
1158328318;25/04/2022-hora:22:50:11;20/11/2021-hora:17:00:48;1
2385281544;20/11/2022-hora:16:25:40;0/0/0-hora:0:0:0;0
0443496989;03/07/2020-hora:21:36:04;03/11/2021-hora:17:56:42;1
3051393563;10/05/2020-hora:09:44:21;0/0/0-hora:0:0:0;0
0584181044;09/07/2020-hora:20:06:19;02/04/2021-hora:17:45:15;1
0328641386;04/10/2022-hora:23:46:52;0/0/0-hora:0:0:0;0
2083366464;08/05/2021-hora:19:53:09;17/04/2021-hora:23:30:53;1
1760555753;21/07/2022-hora:20:53:45;20/05/2020-hora:13:33:22;1
2473614796;13/01/2020-hora:04:32:40;13/02/2020-hora:16:06:05;1
1781208093;14/02/2022-hora:07:58:53;21/09/2021-hora:13:31:51;1
2130728393;09/10/2020-hora:08:58:33;0/0/0-hora:0:0:0;0
0584508717;19/11/2021-hora:22:10:10;11/04/2022-hora:09:20:41;1
2073231553;24/02/2022-hora:09:32:59;18/01/2020-hora:20:23:34;1
0463887067;15/03/2022-hora:22:11:36;0/0/0-hora:0:0:0;0
1962612014;18/01/2022-hora:21:50:55;27/09/2020-hora:12:26:14;1
2123037919;25/11/2021-hora:09:10:48;10/12/2022-hora:00:39:56;1
2199976263;22/05/2020-hora:23:28:16;0/0/0-hora:0:0:0;0
2164149425;06/08/2021-hora:16:57:04;12/06/2021-hora:01:59:53;1
0764941597;28/04/2020-hora:22:08:45;0/0/0-hora:0:0:0;0
0439360819;13/07/2020-hora:20:57:17;0/0/0-hora:0:0:0;0
2144990153;03/03/2022-hora:06:08:13;15/07/2020-hora:11:19:03;1
1625056567;21/12/2020-hora:17:24:45;20/07/2020-hora:16:11:18;1
0968642124;03/07/2022-hora:07:44:16;09/05/2020-hora:03:32:03;1
0617756465;08/09/2021-hora:06:18:09;07/05/2022-hora:10:05:03;1
2387068030;05/02/2020-hora:01:28:44;0/0/0-hora:0:0:0;0
0619112915;17/06/2021-hora:22:18:27;0/0/0-hora:0:0:0;0
2330081916;13/07/2020-hora:14:02:04;15/04/2021-hora:17:22:55;1
0456545961;19/03/2020-hora:03:57:49;12/01/2021-hora:18:56:51;1
1682972870;17/04/2022-hora:00:56:05;18/11/2020-hora:16:32:42;1
1568924326;03/08/2022-hora:19:25:27;02/08/2021-hora:11:40:24;1
1046130249;14/11/2021-hora:17:32:51;27/01/2020-hora:16:06:07;1
2047232745;13/05/2020-hora:03:20:35;13/08/2020-hora:14:16:20;1
1819097252;21/04/2021-hora:04:46:39;0/0/0-hora:0:0:0;0
1947767404;24/11/2021-hora:20:12:17;28/02/2022-hora:16:31:11;1
2202282717;07/11/2021-hora:20:21:54;21/08/2022-hora:09:19:16;1
0413200924;26/11/2020-hora:09:17:45;0/0/0-hora:0:0:0;0
1349153864;17/07/2022-hora:02:36:02;0/0/0-hora:0:0:0;0
1729520690;05/05/2022-hora:08:27:11;20/04/2022-hora:09:15:39;1
0716342498;11/04/2022-hora:04:14:58;0/0/0-hora:0:0:0;0
0291006534;01/02/2020-hora:04:02:41;0/0/0-hora:0:0:0;0
0298933888;21/07/2020-hora:12:14:17;0/0/0-hora:0:0:0;0
2197994854;27/01/2020-hora:10:56:24;0/0/0-hora:0:0:0;0
0565365103;23/06/2020-hora:16:36:54;22/05/2020-hora:07:30:42;1
1091154797;21/08/2022-hora:18:27:18;14/09/2021-hora:12:38:20;1
2099779668;27/07/2022-hora:09:14:14;0/0/0-hora:0:0:0;0
1522543188;11/01/2021-hora:07:30:13;0/0/0-hora:0:0:0;0
2266979513;01/09/2020-hora:07:42:37;0/0/0-hora:0:0:0;0
2123037919;05/09/2020-hora:15:20:51;0/0/0-hora:0:0:0;0
1826215400;28/06/2022-hora:23:34:33;0/0/0-hora:0:0:0;0
0342813250;21/11/2020-hora:12:42:16;21/01/2020-hora:08:45:58;1
1466804869;23/04/2020-hora:23:00:05;18/05/2022-hora:06:01:00;1
2110300460;21/11/2020-hora:20:39:03;17/11/2022-hora:04:48:03;1
0584508717;28/10/2020-hora:13:32:17;01/04/2022-hora:07:58:26;1
0629530114;24/12/2022-hora:01:10:20;0/0/0-hora:0:0:0;0
0678153354;15/08/2020-hora:01:08:37;26/01/2021-hora:22:39:16;1
1702101732;01/11/2020-hora:08:44:27;05/09/2022-hora:02:21:50;1
0985939693;08/10/2021-hora:16:41:34;17/05/2021-hora:10:22:40;1
1720100765;28/06/2021-hora:16:22:30;0/0/0-hora:0:0:0;0
1028243606;05/05/2021-hora:13:41:51;0/0/0-hora:0:0:0;0
1978368635;27/01/2021-hora:04:36:00;0/0/0-hora:0:0:0;0
1696299195;23/05/2021-hora:06:52:19;0/0/0-hora:0:0:0;0
1973374729;05/03/2022-hora:01:33:48;0/0/0-hora:0:0:0;0
0463887067;08/01/2021-hora:15:42:04;0/0/0-hora:0:0:0;0
0465587152;28/08/2022-hora:21:47:54;0/0/0-hora:0:0:0;0
1697676532;14/03/2020-hora:13:42:17;0/0/0-hora:0:0:0;0
0160453239;23/01/2022-hora:05:42:28;09/09/2022-hora:14:57:03;1
1289040758;23/04/2022-hora:14:39:28;0/0/0-hora:0:0:0;0
1046130249;17/02/2022-hora:05:05:40;0/0/0-hora:0:0:0;0
1366365615;17/07/2022-hora:15:27:02;0/0/0-hora:0:0:0;0
0396018418;15/10/2022-hora:03:06:55;0/0/0-hora:0:0:0;0
1627351610;15/03/2020-hora:08:21:57;19/10/2022-hora:20:23:46;1
0499491207;15/04/2022-hora:04:01:05;0/0/0-hora:0:0:0;0
1116133396;28/10/2020-hora:09:20:22;26/10/2021-hora:17:50:38;1
1353862889;24/02/2022-hora:04:45:35;17/05/2020-hora:07:59:24;1
0584508717;23/08/2021-hora:02:45:41;0/0/0-hora:0:0:0;0
1702052414;15/05/2020-hora:07:01:45;07/07/2022-hora:00:18:55;1
1116133396;19/05/2022-hora:02:31:57;04/03/2020-hora:03:12:54;1
1385297526;15/01/2022-hora:13:11:50;22/11/2022-hora:22:16:51;1
1529987602;21/06/2020-hora:12:24:12;19/12/2022-hora:18:00:41;1
2320773837;06/02/2021-hora:11:48:09;11/08/2021-hora:23:27:50;1
1814413553;13/04/2022-hora:13:04:55;0/0/0-hora:0:0:0;0
1289040758;18/01/2020-hora:14:57:19;11/08/2021-hora:08:21:12;1
2460037969;05/02/2022-hora:14:25:08;0/0/0-hora:0:0:0;0
1881866956;27/02/2022-hora:23:35:38;07/11/2021-hora:15:14:22;1
1028360475;13/03/2022-hora:16:24:23;0/0/0-hora:0:0:0;0
2492946724;28/05/2021-hora:15:17:53;0/0/0-hora:0:0:0;0
1681908065;04/01/2021-hora:19:55:52;0/0/0-hora:0:0:0;0
1764363287;10/01/2022-hora:04:02:44;0/0/0-hora:0:0:0;0
1969769411;02/03/2020-hora:02:34:00;21/11/2020-hora:02:04:52;1
2413089265;16/10/2020-hora:14:13:13;07/03/2022-hora:07:55:43;1
0670496801;09/02/2020-hora:09:06:05;07/08/2022-hora:18:28:25;1
2352193987;25/05/2021-hora:13:26:13;21/01/2022-hora:22:02:51;1
3083403000;21/06/2020-hora:05:07:56;0/0/0-hora:0:0:0;0
1897017594;22/05/2020-hora:09:14:20;11/03/2022-hora:15:18:56;1
2387068030;28/09/2022-hora:07:51:26;0/0/0-hora:0:0:0;0
0325719367;02/03/2022-hora:09:52:08;08/11/2021-hora:22:20:37;1
1723254189;13/09/2020-hora:05:55:30;28/09/2021-hora:16:59:19;1
1287643645;19/07/2020-hora:23:31:23;0/0/0-hora:0:0:0;0
0649708716;22/10/2022-hora:21:27:59;12/06/2021-hora:16:41:00;1
2305273720;08/03/2022-hora:06:29:47;18/04/2021-hora:13:54:34;1
2202282717;07/07/2022-hora:18:48:04;0/0/0-hora:0:0:0;0
0649708716;19/05/2021-hora:19:29:16;0/0/0-hora:0:0:0;0
1568924326;21/01/2020-hora:00:45:56;0/0/0-hora:0:0:0;0
2278293937;06/12/2020-hora:10:40:58;0/0/0-hora:0:0:0;0
1000716041;04/03/2021-hora:00:57:58;0/0/0-hora:0:0:0;0
1313354894;18/02/2022-hora:19:20:30;15/03/2020-hora:10:00:39;1
1701590703;04/05/2020-hora:17:29:45;0/0/0-hora:0:0:0;0
1891998153;06/07/2021-hora:08:23:00;0/0/0-hora:0:0:0;0
0835079682;20/06/2020-hora:05:32:58;10/10/2020-hora:12:45:44;1
0849188198;25/08/2020-hora:16:10:42;0/0/0-hora:0:0:0;0
1401729585;01/11/2020-hora:23:45:23;23/01/2022-hora:07:59:55;1
1200888517;16/03/2021-hora:12:06:43;13/03/2022-hora:18:29:19;1
2432760565;02/12/2022-hora:19:42:08;15/01/2021-hora:19:18:39;1
0969190347;26/09/2022-hora:16:23:30;12/03/2021-hora:19:17:54;1
1401729585;07/10/2021-hora:20:54:11;11/01/2022-hora:03:54:11;1
0677040792;24/01/2022-hora:16:22:20;12/06/2021-hora:12:20:52;1
1573293873;09/12/2020-hora:12:36:59;0/0/0-hora:0:0:0;0
2268152572;27/12/2020-hora:13:54:34;0/0/0-hora:0:0:0;0
1854482831;08/07/2020-hora:01:04:51;0/0/0-hora:0:0:0;0
1170750283;09/03/2022-hora:10:03:16;0/0/0-hora:0:0:0;0
1658807027;23/12/2021-hora:06:44:17;06/03/2022-hora:07:52:15;1
1666198401;14/05/2020-hora:03:44:59;0/0/0-hora:0:0:0;0
2400630444;19/07/2022-hora:08:40:50;07/03/2021-hora:16:12:41;1
0140135138;11/05/2022-hora:04:51:33;0/0/0-hora:0:0:0;0
2081730497;14/08/2021-hora:23:02:34;28/03/2020-hora:08:43:02;1
0658378120;02/03/2021-hora:00:15:28;12/04/2021-hora:05:59:13;1
0404845331;13/12/2022-hora:18:42:32;0/0/0-hora:0:0:0;0
1524894480;18/04/2020-hora:10:33:23;25/12/2020-hora:04:34:25;1
1279428443;23/01/2022-hora:11:48:46;0/0/0-hora:0:0:0;0
2365281472;02/12/2021-hora:21:32:29;11/02/2020-hora:20:37:38;1
0386783781;23/06/2020-hora:19:27:56;0/0/0-hora:0:0:0;0
0328641386;12/10/2021-hora:20:44:29;09/06/2021-hora:17:07:30;1
1143152856;27/09/2020-hora:13:21:14;02/10/2022-hora:13:00:49;1
2144990153;07/09/2021-hora:03:41:17;15/11/2021-hora:01:45:46;1
0956273536;27/07/2022-hora:00:49:04;0/0/0-hora:0:0:0;0
1867661918;27/10/2020-hora:06:28:57;0/0/0-hora:0:0:0;0
1661806495;26/05/2022-hora:04:20:07;0/0/0-hora:0:0:0;0
2352193987;18/02/2022-hora:10:28:35;27/04/2021-hora:23:01:33;1
2302228602;13/08/2020-hora:09:08:33;0/0/0-hora:0:0:0;0
2473614796;17/12/2020-hora:00:11:55;0/0/0-hora:0:0:0;0
1448208189;08/03/2021-hora:00:08:56;0/0/0-hora:0:0:0;0
1685830430;14/06/2020-hora:09:34:57;07/01/2021-hora:13:43:02;1
0269508834;16/10/2020-hora:03:29:04;11/07/2022-hora:13:51:00;1
1066941178;01/06/2021-hora:19:11:11;27/04/2020-hora:18:50:32;1
1293219331;07/10/2021-hora:15:40:19;10/02/2022-hora:01:37:52;1
2268152572;06/02/2020-hora:23:09:30;0/0/0-hora:0:0:0;0
0291006534;09/04/2020-hora:09:04:00;0/0/0-hora:0:0:0;0
1073403527;21/02/2020-hora:20:42:27;0/0/0-hora:0:0:0;0
1061900914;08/02/2020-hora:17:49:55;0/0/0-hora:0:0:0;0
3009188891;03/09/2022-hora:18:27:06;0/0/0-hora:0:0:0;0
1438548842;02/07/2022-hora:16:15:15;0/0/0-hora:0:0:0;0
0412633836;13/11/2021-hora:21:47:08;08/02/2022-hora:15:34:01;1
1152368740;02/07/2022-hora:03:25:14;20/07/2022-hora:09:43:39;1
1174125300;26/11/2020-hora:13:19:13;0/0/0-hora:0:0:0;0
1611398262;22/12/2022-hora:04:08:58;15/04/2022-hora:16:11:27;1
1355966712;06/12/2020-hora:13:33:42;16/07/2021-hora:10:08:47;1
1123017376;27/05/2022-hora:09:48:43;16/07/2022-hora:23:29:53;1
0128078789;25/12/2020-hora:02:11:17;18/01/2020-hora:14:09:33;1
1237558430;22/02/2022-hora:00:37:39;0/0/0-hora:0:0:0;0
0117356022;28/02/2021-hora:00:09:17;04/10/2021-hora:13:16:59;1
1729520690;08/09/2022-hora:11:05:50;24/05/2020-hora:04:11:03;1
0342813250;09/08/2021-hora:17:56:04;20/07/2021-hora:07:44:35;1
1579677483;17/06/2020-hora:20:50:37;27/12/2021-hora:18:14:48;1
0427722343;10/04/2022-hora:04:35:15;04/06/2022-hora:04:17:49;1
0721536548;27/10/2020-hora:23:36:42;0/0/0-hora:0:0:0;0
1311361339;12/07/2021-hora:06:23:27;21/01/2021-hora:17:52:37;1
2016542330;22/02/2020-hora:06:55:03;13/02/2021-hora:17:28:17;1
1030330482;18/08/2022-hora:00:07:16;06/04/2020-hora:13:25:36;1
0649708716;13/01/2021-hora:16:36:22;0/0/0-hora:0:0:0;0
0456545961;11/08/2022-hora:09:48:18;0/0/0-hora:0:0:0;0
0190292870;02/10/2020-hora:20:09:47;0/0/0-hora:0:0:0;0
0139090609;07/06/2021-hora:16:22:49;0/0/0-hora:0:0:0;0
0907408678;10/04/2021-hora:12:42:08;0/0/0-hora:0:0:0;0
1517446561;14/06/2021-hora:09:56:22;0/0/0-hora:0:0:0;0
0283400018;04/08/2021-hora:14:56:55;0/0/0-hora:0:0:0;0
1892475045;24/07/2020-hora:17:20:30;04/11/2020-hora:01:09:28;1
2435247271;27/06/2021-hora:12:49:22;0/0/0-hora:0:0:0;0
2008142925;09/09/2022-hora:17:48:35;12/08/2022-hora:16:33:30;1
1062061856;25/04/2021-hora:12:49:53;0/0/0-hora:0:0:0;0
0980763155;18/04/2022-hora:12:27:57;11/07/2021-hora:08:08:43;1
1896436134;15/05/2022-hora:07:59:48;26/12/2021-hora:18:50:52;1
2038642597;28/12/2020-hora:17:35:46;0/0/0-hora:0:0:0;0
1892475045;18/12/2020-hora:03:08:40;24/07/2021-hora:06:09:28;1
2267303804;19/05/2022-hora:15:11:10;12/10/2022-hora:20:37:29;1
0243357290;01/04/2020-hora:21:00:31;28/08/2021-hora:06:08:31;1
1062061856;20/04/2022-hora:18:52:01;12/04/2021-hora:11:04:56;1
1030330482;09/03/2020-hora:22:54:20;0/0/0-hora:0:0:0;0
0720473602;09/09/2022-hora:16:45:50;22/08/2021-hora:14:20:48;1
1749515639;04/12/2022-hora:12:30:55;0/0/0-hora:0:0:0;0
1806467500;11/12/2021-hora:15:44:23;0/0/0-hora:0:0:0;0
1193888607;05/08/2022-hora:03:15:48;0/0/0-hora:0:0:0;0
3089742419;18/06/2022-hora:15:17:02;0/0/0-hora:0:0:0;0
1407026986;26/10/2022-hora:19:12:25;13/02/2022-hora:08:51:49;1
0328641386;20/05/2020-hora:11:38:40;0/0/0-hora:0:0:0;0
1611398262;26/04/2021-hora:08:16:39;0/0/0-hora:0:0:0;0
2110300460;13/04/2022-hora:17:29:23;18/11/2022-hora:04:47:52;1
1627351610;01/09/2022-hora:10:58:13;0/0/0-hora:0:0:0;0
1621651478;05/03/2022-hora:03:17:14;18/05/2021-hora:05:39:28;1
1082300854;25/02/2021-hora:07:59:50;19/12/2021-hora:04:36:24;1
0658378120;24/12/2022-hora:06:16:32;0/0/0-hora:0:0:0;0
2217861869;12/08/2021-hora:16:12:15;0/0/0-hora:0:0:0;0
2056248012;09/01/2021-hora:17:50:35;12/04/2022-hora:13:06:57;1
0903997856;17/07/2020-hora:19:07:03;01/12/2022-hora:14:15:50;1
1546177419;26/06/2021-hora:17:28:39;0/0/0-hora:0:0:0;0
0413200924;15/06/2021-hora:06:43:52;0/0/0-hora:0:0:0;0
3001150915;21/11/2020-hora:14:43:31;11/06/2020-hora:15:50:33;1
2458660921;20/12/2021-hora:22:08:50;17/09/2022-hora:01:37:36;1
2369486796;20/12/2021-hora:10:08:39;0/0/0-hora:0:0:0;0
2049441153;16/02/2022-hora:22:30:50;22/02/2020-hora:15:44:47;1
0306549007;22/06/2020-hora:01:30:28;24/01/2020-hora:19:06:27;1
2073231553;06/01/2022-hora:12:21:56;13/04/2020-hora:01:14:12;1
1483817100;11/01/2022-hora:18:58:03;24/11/2022-hora:04:35:06;1
1117412492;21/09/2021-hora:14:07:21;04/06/2022-hora:02:40:27;1
2095277535;28/02/2022-hora:14:03:45;0/0/0-hora:0:0:0;0
1925365767;23/12/2022-hora:03:14:09;23/02/2021-hora:06:09:40;1
1140662519;16/11/2022-hora:21:31:49;26/12/2020-hora:02:59:41;1
2372428298;21/05/2022-hora:07:58:35;0/0/0-hora:0:0:0;0
1736944339;13/07/2022-hora:06:19:14;06/12/2022-hora:12:19:34;1
1218805941;17/12/2022-hora:23:41:07;17/10/2022-hora:03:07:34;1
2070421330;23/08/2020-hora:08:42:09;0/0/0-hora:0:0:0;0
3069839748;19/10/2021-hora:00:12:23;09/02/2020-hora:03:34:08;1
0586512675;16/03/2021-hora:03:42:05;23/05/2020-hora:06:36:58;1
0567526553;10/01/2020-hora:13:11:27;15/10/2020-hora:19:22:31;1
0940708134;14/03/2022-hora:01:53:26;10/05/2020-hora:05:37:47;1
2308961669;23/03/2021-hora:19:32:42;16/07/2020-hora:21:23:16;1
1777505882;21/08/2022-hora:21:13:15;05/06/2020-hora:10:09:41;1
2385281544;18/12/2021-hora:00:17:52;0/0/0-hora:0:0:0;0
0951892033;02/02/2020-hora:04:34:41;0/0/0-hora:0:0:0;0
1524894480;15/01/2022-hora:20:20:39;18/10/2022-hora:09:06:11;1
1079473573;16/01/2022-hora:00:10:02;0/0/0-hora:0:0:0;0
0854271244;19/10/2020-hora:18:19:43;07/08/2022-hora:02:35:42;1
1723254189;12/06/2020-hora:08:45:12;0/0/0-hora:0:0:0;0
1744608355;10/06/2020-hora:02:52:09;21/01/2021-hora:11:24:20;1
0161413356;28/01/2020-hora:18:23:53;0/0/0-hora:0:0:0;0
1000635241;20/08/2021-hora:00:02:41;05/12/2022-hora:05:53:24;1
1430554731;17/07/2022-hora:23:18:46;0/0/0-hora:0:0:0;0
0857060792;12/09/2020-hora:10:55:52;0/0/0-hora:0:0:0;0
2089577379;17/07/2022-hora:05:54:15;27/10/2020-hora:17:20:15;1
3051393563;12/08/2020-hora:22:32:58;03/12/2020-hora:23:05:01;1
1522543188;04/10/2020-hora:07:42:07;11/09/2021-hora:10:04:52;1
2116163946;03/10/2020-hora:09:46:50;23/08/2021-hora:12:31:42;1
3016858296;04/05/2022-hora:06:01:32;27/07/2020-hora:05:56:37;1
0835079682;09/05/2020-hora:05:23:32;18/11/2020-hora:17:57:16;1
2320313329;27/06/2020-hora:02:45:16;0/0/0-hora:0:0:0;0
1324119930;17/03/2022-hora:21:04:27;0/0/0-hora:0:0:0;0
1384072656;07/01/2020-hora:21:33:39;0/0/0-hora:0:0:0;0
0525721882;25/04/2021-hora:01:56:08;0/0/0-hora:0:0:0;0
1193888607;13/12/2022-hora:14:35:58;0/0/0-hora:0:0:0;0
0764689782;06/08/2022-hora:10:34:51;17/05/2022-hora:18:02:55;1
1353862889;15/09/2022-hora:20:13:41;0/0/0-hora:0:0:0;0
0721536548;06/10/2021-hora:02:59:11;0/0/0-hora:0:0:0;0
1173335942;25/12/2020-hora:22:14:55;0/0/0-hora:0:0:0;0
2123698488;25/11/2022-hora:07:39:05;05/01/2020-hora:08:19:50;1
2234167597;16/05/2021-hora:00:00:57;22/11/2022-hora:19:26:10;1
1580281291;20/12/2022-hora:13:54:16;18/03/2020-hora:16:47:10;1
2073231553;22/10/2021-hora:23:35:14;24/10/2020-hora:02:08:14;1
0285090429;22/01/2021-hora:20:21:50;0/0/0-hora:0:0:0;0
0615320629;19/07/2020-hora:01:47:22;0/0/0-hora:0:0:0;0
1719684951;12/11/2021-hora:09:28:12;24/08/2020-hora:23:29:08;1
0347663247;01/07/2020-hora:03:21:43;28/02/2022-hora:23:20:54;1
1575404601;19/08/2021-hora:10:03:09;0/0/0-hora:0:0:0;0
1484056393;18/10/2020-hora:16:35:05;0/0/0-hora:0:0:0;0
2001003280;09/07/2022-hora:20:00:08;09/11/2020-hora:20:35:25;1
1702101732;07/09/2022-hora:14:31:57;27/04/2021-hora:07:28:07;1
0710855206;22/05/2021-hora:16:42:57;08/02/2020-hora:11:12:09;1
1949390775;08/01/2020-hora:20:18:53;0/0/0-hora:0:0:0;0
1325433561;10/03/2022-hora:06:15:02;20/07/2021-hora:12:35:54;1
0340236421;23/05/2022-hora:00:24:01;0/0/0-hora:0:0:0;0
2089818864;01/08/2022-hora:04:45:34;12/04/2021-hora:08:41:48;1
1875647131;22/06/2020-hora:16:19:47;0/0/0-hora:0:0:0;0
